date,states_name,ConfirmedCases,Fatalities
20200704,AK,984,15
20200705,AK,993,15
20200706,AK,1002,16
20200707,AK,1011,16
20200708,AK,1019,16
20200709,AK,1027,16
20200710,AK,1035,17
20200711,AK,1043,17
20200712,AK,1050,17
20200713,AK,1057,17
20200714,AK,1064,18
20200715,AK,1071,18
20200716,AK,1077,18
20200717,AK,1084,18
20200718,AK,1090,19
20200719,AK,1096,19
20200720,AK,1101,19
20200721,AK,1107,19
20200722,AK,1112,19
20200723,AK,1117,20
20200724,AK,1122,20
20200725,AK,1127,20
20200726,AK,1131,20
20200727,AK,1136,20
20200728,AK,1140,20
20200729,AK,1144,21
20200730,AK,1148,21
20200731,AK,1152,21
20200801,AK,1156,21
20200802,AK,1159,21
20200803,AK,1162,21
20200804,AK,1165,22
20200805,AK,1168,22
20200806,AK,1171,22
20200807,AK,1174,22
20200808,AK,1177,22
20200809,AK,1179,22
20200810,AK,1181,22
20200811,AK,1184,22
20200812,AK,1186,23
20200813,AK,1188,23
20200814,AK,1190,23
20200815,AK,1192,23
20200816,AK,1194,23
20200817,AK,1195,23
20200818,AK,1197,23
20200819,AK,1199,23
20200820,AK,1200,23
20200821,AK,1202,23
20200822,AK,1203,23
20200823,AK,1204,24
20200824,AK,1205,24
20200825,AK,1207,24
20200826,AK,1208,24
20200827,AK,1209,24
20200828,AK,1210,24
20200829,AK,1211,24
20200830,AK,1212,24
20200704,AS,0,0
20200705,AS,0,0
20200706,AS,0,0
20200707,AS,0,0
20200708,AS,0,0
20200709,AS,0,0
20200710,AS,0,0
20200711,AS,0,0
20200712,AS,0,0
20200713,AS,0,0
20200714,AS,0,0
20200715,AS,0,0
20200716,AS,0,0
20200717,AS,0,0
20200718,AS,0,0
20200719,AS,0,0
20200720,AS,0,0
20200721,AS,0,0
20200722,AS,0,0
20200723,AS,0,0
20200724,AS,0,0
20200725,AS,0,0
20200726,AS,0,0
20200727,AS,0,0
20200728,AS,0,0
20200729,AS,0,0
20200730,AS,0,0
20200731,AS,0,0
20200801,AS,0,0
20200802,AS,0,0
20200803,AS,0,0
20200804,AS,0,0
20200805,AS,0,0
20200806,AS,0,0
20200807,AS,0,0
20200808,AS,0,0
20200809,AS,0,0
20200810,AS,0,0
20200811,AS,0,0
20200812,AS,0,0
20200813,AS,0,0
20200814,AS,0,0
20200815,AS,0,0
20200816,AS,0,0
20200817,AS,0,0
20200818,AS,0,0
20200819,AS,0,0
20200820,AS,0,0
20200821,AS,0,0
20200822,AS,0,0
20200823,AS,0,0
20200824,AS,0,0
20200825,AS,0,0
20200826,AS,0,0
20200827,AS,0,0
20200828,AS,0,0
20200829,AS,0,0
20200830,AS,0,0
20200704,AL,40505,1047
20200705,AL,41095,1065
20200706,AL,41674,1083
20200707,AL,42241,1101
20200708,AL,42796,1118
20200709,AL,43339,1135
20200710,AL,43869,1152
20200711,AL,44388,1168
20200712,AL,44894,1184
20200713,AL,45387,1200
20200714,AL,45868,1216
20200715,AL,46336,1230
20200716,AL,46792,1245
20200717,AL,47236,1260
20200718,AL,47667,1274
20200719,AL,48085,1288
20200720,AL,48491,1301
20200721,AL,48886,1314
20200722,AL,49268,1327
20200723,AL,49638,1339
20200724,AL,49996,1351
20200725,AL,50343,1362
20200726,AL,50678,1374
20200727,AL,51002,1385
20200728,AL,51315,1395
20200729,AL,51617,1406
20200730,AL,51908,1415
20200731,AL,52189,1425
20200801,AL,52459,1434
20200802,AL,52719,1443
20200803,AL,52970,1452
20200804,AL,53211,1460
20200805,AL,53443,1468
20200806,AL,53665,1476
20200807,AL,53879,1484
20200808,AL,54084,1491
20200809,AL,54281,1498
20200810,AL,54469,1505
20200811,AL,54650,1511
20200812,AL,54823,1517
20200813,AL,54988,1523
20200814,AL,55146,1529
20200815,AL,55298,1534
20200816,AL,55442,1540
20200817,AL,55581,1544
20200818,AL,55712,1549
20200819,AL,55838,1554
20200820,AL,55958,1558
20200821,AL,56072,1563
20200822,AL,56181,1566
20200823,AL,56285,1570
20200824,AL,56384,1574
20200825,AL,56478,1577
20200826,AL,56567,1581
20200827,AL,56652,1584
20200828,AL,56733,1587
20200829,AL,56809,1590
20200830,AL,56882,1593
20200704,AR,22413,298
20200705,AR,22866,305
20200706,AR,23317,312
20200707,AR,23765,319
20200708,AR,24210,325
20200709,AR,24651,332
20200710,AR,25088,339
20200711,AR,25520,346
20200712,AR,25949,352
20200713,AR,26372,359
20200714,AR,26791,366
20200715,AR,27204,372
20200716,AR,27612,379
20200717,AR,28014,385
20200718,AR,28411,391
20200719,AR,28801,398
20200720,AR,29186,404
20200721,AR,29564,410
20200722,AR,29935,416
20200723,AR,30301,422
20200724,AR,30659,428
20200725,AR,31011,433
20200726,AR,31356,439
20200727,AR,31694,445
20200728,AR,32025,450
20200729,AR,32349,456
20200730,AR,32667,461
20200731,AR,32977,466
20200801,AR,33280,471
20200802,AR,33576,476
20200803,AR,33864,481
20200804,AR,34146,486
20200805,AR,34421,490
20200806,AR,34689,495
20200807,AR,34950,499
20200808,AR,35204,504
20200809,AR,35451,508
20200810,AR,35691,512
20200811,AR,35924,516
20200812,AR,36151,520
20200813,AR,36372,524
20200814,AR,36585,528
20200815,AR,36793,531
20200816,AR,36994,535
20200817,AR,37189,538
20200818,AR,37378,542
20200819,AR,37561,545
20200820,AR,37738,548
20200821,AR,37909,551
20200822,AR,38074,554
20200823,AR,38234,557
20200824,AR,38389,560
20200825,AR,38538,562
20200826,AR,38682,565
20200827,AR,38821,568
20200828,AR,38955,570
20200829,AR,39084,572
20200830,AR,39209,575
20200704,AZ,85573,1911
20200705,AZ,87435,1967
20200706,AZ,89292,2023
20200707,AZ,91143,2079
20200708,AZ,92986,2135
20200709,AZ,94820,2192
20200710,AZ,96645,2249
20200711,AZ,98458,2307
20200712,AZ,100258,2364
20200713,AZ,102046,2422
20200714,AZ,103819,2480
20200715,AZ,105576,2538
20200716,AZ,107318,2596
20200717,AZ,109042,2654
20200718,AZ,110747,2712
20200719,AZ,112434,2770
20200720,AZ,114101,2828
20200721,AZ,115747,2885
20200722,AZ,117372,2943
20200723,AZ,118974,3000
20200724,AZ,120555,3057
20200725,AZ,122111,3114
20200726,AZ,123644,3170
20200727,AZ,125153,3226
20200728,AZ,126637,3282
20200729,AZ,128096,3337
20200730,AZ,129529,3392
20200731,AZ,130937,3446
20200801,AZ,132318,3500
20200802,AZ,133672,3554
20200803,AZ,135000,3606
20200804,AZ,136302,3659
20200805,AZ,137576,3711
20200806,AZ,138823,3762
20200807,AZ,140043,3812
20200808,AZ,141236,3862
20200809,AZ,142401,3911
20200810,AZ,143540,3960
20200811,AZ,144651,4007
20200812,AZ,145736,4054
20200813,AZ,146794,4101
20200814,AZ,147825,4146
20200815,AZ,148829,4191
20200816,AZ,149807,4235
20200817,AZ,150759,4279
20200818,AZ,151685,4321
20200819,AZ,152586,4363
20200820,AZ,153462,4404
20200821,AZ,154312,4444
20200822,AZ,155138,4484
20200823,AZ,155939,4522
20200824,AZ,156717,4560
20200825,AZ,157471,4597
20200826,AZ,158202,4633
20200827,AZ,158910,4669
20200828,AZ,159596,4703
20200829,AZ,160260,4737
20200830,AZ,160902,4770
20200704,CA,239089,6604
20200705,CA,242722,6715
20200706,CA,246314,6833
20200707,CA,249861,6944
20200708,CA,253364,7059
20200709,CA,256820,7168
20200710,CA,260228,7281
20200711,CA,263586,7386
20200712,CA,266894,7499
20200713,CA,270150,7598
20200714,CA,273354,7710
20200715,CA,276504,7807
20200716,CA,279600,7914
20200717,CA,282641,8012
20200718,CA,285627,8113
20200719,CA,288555,8210
20200720,CA,291428,8307
20200721,CA,294243,8400
20200722,CA,297000,8495
20200723,CA,299700,8581
20200724,CA,302342,8676
20200725,CA,304926,8757
20200726,CA,307452,8848
20200727,CA,309920,8929
20200728,CA,312330,9014
20200729,CA,314683,9094
20200730,CA,316978,9173
20200731,CA,319216,9251
20200801,CA,321398,9327
20200802,CA,323522,9399
20200803,CA,325592,9474
20200804,CA,327605,9539
20200805,CA,329564,9612
20200806,CA,331469,9676
20200807,CA,333320,9743
20200808,CA,335118,9806
20200809,CA,336864,9868
20200810,CA,338558,9929
20200811,CA,340202,9986
20200812,CA,341796,10045
20200813,CA,343341,10100
20200814,CA,344837,10151
20200815,CA,346286,10206
20200816,CA,347689,10253
20200817,CA,349046,10304
20200818,CA,350359,10352
20200819,CA,351627,10398
20200820,CA,352853,10444
20200821,CA,354037,10485
20200822,CA,355180,10530
20200823,CA,356284,10568
20200824,CA,357348,10608
20200825,CA,358374,10645
20200826,CA,359363,10683
20200827,CA,360316,10717
20200828,CA,361234,10754
20200829,CA,362117,10784
20200830,CA,362967,10817
20200704,CO,32468,1556
20200705,CO,32486,1565
20200706,CO,32502,1574
20200707,CO,32517,1583
20200708,CO,32530,1591
20200709,CO,32541,1598
20200710,CO,32550,1605
20200711,CO,32558,1612
20200712,CO,32565,1619
20200713,CO,32572,1625
20200714,CO,32579,1630
20200715,CO,32585,1635
20200716,CO,32590,1640
20200717,CO,32594,1645
20200718,CO,32597,1650
20200719,CO,32600,1654
20200720,CO,32603,1658
20200721,CO,32606,1662
20200722,CO,32609,1665
20200723,CO,32611,1668
20200724,CO,32613,1671
20200725,CO,32614,1674
20200726,CO,32615,1677
20200727,CO,32616,1679
20200728,CO,32617,1682
20200729,CO,32618,1684
20200730,CO,32619,1686
20200731,CO,32620,1688
20200801,CO,32621,1690
20200802,CO,32621,1691
20200803,CO,32621,1693
20200804,CO,32622,1695
20200805,CO,32622,1696
20200806,CO,32622,1697
20200807,CO,32623,1698
20200808,CO,32623,1700
20200809,CO,32624,1701
20200810,CO,32624,1702
20200811,CO,32624,1703
20200812,CO,32624,1703
20200813,CO,32623,1704
20200814,CO,32623,1705
20200815,CO,32623,1706
20200816,CO,32624,1706
20200817,CO,32624,1707
20200818,CO,32625,1707
20200819,CO,32625,1708
20200820,CO,32625,1709
20200821,CO,32624,1709
20200822,CO,32624,1710
20200823,CO,32624,1710
20200824,CO,32624,1711
20200825,CO,32624,1711
20200826,CO,32624,1711
20200827,CO,32624,1711
20200828,CO,32624,1712
20200829,CO,32624,1712
20200830,CO,32624,1712
20200704,CT,46113,4388
20200705,CT,46115,4399
20200706,CT,46116,4410
20200707,CT,46117,4419
20200708,CT,46117,4428
20200709,CT,46118,4437
20200710,CT,46118,4444
20200711,CT,46119,4451
20200712,CT,46119,4458
20200713,CT,46120,4464
20200714,CT,46120,4469
20200715,CT,46120,4475
20200716,CT,46121,4480
20200717,CT,46121,4485
20200718,CT,46121,4489
20200719,CT,46121,4493
20200720,CT,46121,4496
20200721,CT,46121,4500
20200722,CT,46121,4503
20200723,CT,46121,4506
20200724,CT,46121,4508
20200725,CT,46121,4511
20200726,CT,46121,4514
20200727,CT,46121,4516
20200728,CT,46121,4518
20200729,CT,46121,4520
20200730,CT,46122,4521
20200731,CT,46122,4523
20200801,CT,46122,4524
20200802,CT,46122,4526
20200803,CT,46122,4527
20200804,CT,46122,4528
20200805,CT,46122,4530
20200806,CT,46122,4531
20200807,CT,46122,4532
20200808,CT,46122,4532
20200809,CT,46122,4533
20200810,CT,46122,4534
20200811,CT,46122,4535
20200812,CT,46122,4535
20200813,CT,46122,4536
20200814,CT,46122,4537
20200815,CT,46122,4537
20200816,CT,46122,4538
20200817,CT,46122,4538
20200818,CT,46122,4538
20200819,CT,46122,4539
20200820,CT,46122,4539
20200821,CT,46122,4539
20200822,CT,46122,4540
20200823,CT,46122,4540
20200824,CT,46122,4541
20200825,CT,46122,4541
20200826,CT,46122,4541
20200827,CT,46122,4541
20200828,CT,46122,4541
20200829,CT,46122,4542
20200830,CT,46122,4542
20200704,DC,10289,559
20200705,DC,10289,561
20200706,DC,10289,562
20200707,DC,10289,563
20200708,DC,10289,564
20200709,DC,10290,565
20200710,DC,10290,566
20200711,DC,10290,567
20200712,DC,10290,568
20200713,DC,10290,569
20200714,DC,10290,570
20200715,DC,10290,570
20200716,DC,10290,571
20200717,DC,10290,572
20200718,DC,10290,572
20200719,DC,10290,573
20200720,DC,10290,573
20200721,DC,10290,574
20200722,DC,10290,574
20200723,DC,10290,575
20200724,DC,10290,575
20200725,DC,10290,575
20200726,DC,10290,576
20200727,DC,10290,576
20200728,DC,10290,576
20200729,DC,10290,576
20200730,DC,10290,577
20200731,DC,10290,577
20200801,DC,10290,577
20200802,DC,10290,577
20200803,DC,10290,577
20200804,DC,10290,578
20200805,DC,10290,578
20200806,DC,10290,578
20200807,DC,10290,578
20200808,DC,10290,578
20200809,DC,10290,578
20200810,DC,10290,578
20200811,DC,10290,579
20200812,DC,10290,579
20200813,DC,10290,579
20200814,DC,10290,579
20200815,DC,10290,579
20200816,DC,10290,579
20200817,DC,10290,579
20200818,DC,10290,579
20200819,DC,10290,579
20200820,DC,10290,579
20200821,DC,10290,579
20200822,DC,10290,579
20200823,DC,10290,579
20200824,DC,10290,579
20200825,DC,10290,579
20200826,DC,10290,579
20200827,DC,10290,579
20200828,DC,10290,579
20200829,DC,10290,579
20200830,DC,10290,580
20200704,DE,11425,521
20200705,DE,11426,523
20200706,DE,11426,524
20200707,DE,11426,526
20200708,DE,11427,527
20200709,DE,11427,528
20200710,DE,11427,529
20200711,DE,11427,531
20200712,DE,11427,532
20200713,DE,11427,532
20200714,DE,11428,533
20200715,DE,11428,534
20200716,DE,11428,535
20200717,DE,11428,536
20200718,DE,11428,536
20200719,DE,11428,537
20200720,DE,11428,537
20200721,DE,11428,538
20200722,DE,11428,538
20200723,DE,11428,539
20200724,DE,11428,539
20200725,DE,11428,540
20200726,DE,11428,540
20200727,DE,11428,541
20200728,DE,11428,541
20200729,DE,11428,541
20200730,DE,11428,541
20200731,DE,11428,542
20200801,DE,11428,542
20200802,DE,11428,542
20200803,DE,11428,542
20200804,DE,11428,543
20200805,DE,11428,543
20200806,DE,11428,543
20200807,DE,11428,543
20200808,DE,11428,543
20200809,DE,11428,543
20200810,DE,11428,543
20200811,DE,11428,544
20200812,DE,11428,544
20200813,DE,11428,544
20200814,DE,11428,544
20200815,DE,11428,544
20200816,DE,11428,544
20200817,DE,11428,544
20200818,DE,11428,544
20200819,DE,11428,544
20200820,DE,11428,544
20200821,DE,11428,544
20200822,DE,11428,544
20200823,DE,11428,544
20200824,DE,11428,545
20200825,DE,11428,545
20200826,DE,11428,545
20200827,DE,11428,545
20200828,DE,11428,545
20200829,DE,11428,545
20200830,DE,11428,545
20200704,FL,166224,4195
20200705,FL,170332,4308
20200706,FL,174448,4427
20200707,FL,178567,4546
20200708,FL,182687,4662
20200709,FL,186805,4779
20200710,FL,190918,4894
20200711,FL,195025,5021
20200712,FL,199121,5133
20200713,FL,203204,5260
20200714,FL,207272,5373
20200715,FL,211321,5499
20200716,FL,215350,5608
20200717,FL,219356,5731
20200718,FL,223337,5852
20200719,FL,227290,5964
20200720,FL,231213,6090
20200721,FL,235104,6197
20200722,FL,238960,6326
20200723,FL,242781,6425
20200724,FL,246563,6557
20200725,FL,250305,6655
20200726,FL,254005,6776
20200727,FL,257661,6889
20200728,FL,261273,6995
20200729,FL,264837,7113
20200730,FL,268354,7215
20200731,FL,271822,7331
20200801,FL,275238,7428
20200802,FL,278603,7545
20200803,FL,281916,7634
20200804,FL,285174,7745
20200805,FL,288378,7844
20200806,FL,291526,7939
20200807,FL,294618,8046
20200808,FL,297654,8137
20200809,FL,300632,8238
20200810,FL,303553,8328
20200811,FL,306415,8425
20200812,FL,309219,8506
20200813,FL,311964,8598
20200814,FL,314651,8689
20200815,FL,317279,8769
20200816,FL,319848,8861
20200817,FL,322358,8935
20200818,FL,324810,9027
20200819,FL,327203,9089
20200820,FL,329538,9176
20200821,FL,331816,9250
20200822,FL,334036,9321
20200823,FL,336198,9401
20200824,FL,338305,9461
20200825,FL,340355,9544
20200826,FL,342350,9591
20200827,FL,344290,9671
20200828,FL,346176,9728
20200829,FL,348008,9792
20200830,FL,349787,9854
20200704,GA,84258,3107
20200705,GA,84893,3163
20200706,GA,85500,3217
20200707,GA,86081,3270
20200708,GA,86640,3322
20200709,GA,87176,3373
20200710,GA,87690,3423
20200711,GA,88178,3472
20200712,GA,88639,3520
20200713,GA,89074,3566
20200714,GA,89490,3612
20200715,GA,89886,3656
20200716,GA,90265,3699
20200717,GA,90626,3741
20200718,GA,90967,3782
20200719,GA,91285,3822
20200720,GA,91587,3861
20200721,GA,91872,3898
20200722,GA,92144,3934
20200723,GA,92401,3969
20200724,GA,92643,4003
20200725,GA,92870,4036
20200726,GA,93083,4068
20200727,GA,93283,4099
20200728,GA,93473,4129
20200729,GA,93651,4157
20200730,GA,93819,4185
20200731,GA,93977,4211
20200801,GA,94124,4237
20200802,GA,94260,4262
20200803,GA,94388,4285
20200804,GA,94508,4308
20200805,GA,94621,4330
20200806,GA,94728,4351
20200807,GA,94828,4371
20200808,GA,94921,4390
20200809,GA,95006,4409
20200810,GA,95083,4427
20200811,GA,95155,4444
20200812,GA,95223,4460
20200813,GA,95289,4475
20200814,GA,95351,4490
20200815,GA,95410,4504
20200816,GA,95464,4518
20200817,GA,95511,4530
20200818,GA,95553,4543
20200819,GA,95592,4555
20200820,GA,95629,4566
20200821,GA,95665,4577
20200822,GA,95700,4587
20200823,GA,95731,4596
20200824,GA,95758,4605
20200825,GA,95782,4614
20200826,GA,95805,4622
20200827,GA,95827,4630
20200828,GA,95848,4638
20200829,GA,95867,4645
20200830,GA,95885,4651
20200704,GU,300,0
20200705,GU,309,0
20200706,GU,318,0
20200707,GU,327,0
20200708,GU,336,0
20200709,GU,346,0
20200710,GU,357,0
20200711,GU,367,0
20200712,GU,378,0
20200713,GU,389,0
20200714,GU,400,0
20200715,GU,412,0
20200716,GU,424,0
20200717,GU,436,0
20200718,GU,449,0
20200719,GU,462,0
20200720,GU,475,0
20200721,GU,489,0
20200722,GU,503,0
20200723,GU,518,0
20200724,GU,533,0
20200725,GU,548,0
20200726,GU,564,0
20200727,GU,580,0
20200728,GU,597,0
20200729,GU,614,0
20200730,GU,632,0
20200731,GU,650,0
20200801,GU,669,0
20200802,GU,688,0
20200803,GU,708,0
20200804,GU,728,0
20200805,GU,749,0
20200806,GU,770,0
20200807,GU,792,0
20200808,GU,815,0
20200809,GU,838,0
20200810,GU,862,0
20200811,GU,887,0
20200812,GU,912,0
20200813,GU,938,0
20200814,GU,964,0
20200815,GU,992,0
20200816,GU,1020,0
20200817,GU,1049,0
20200818,GU,1078,0
20200819,GU,1109,0
20200820,GU,1140,0
20200821,GU,1172,0
20200822,GU,1206,0
20200823,GU,1239,0
20200824,GU,1274,0
20200825,GU,1310,0
20200826,GU,1347,0
20200827,GU,1385,0
20200828,GU,1424,0
20200829,GU,1464,0
20200830,GU,1505,0
20200704,HI,925,19
20200705,HI,930,19
20200706,HI,936,19
20200707,HI,942,19
20200708,HI,947,19
20200709,HI,952,19
20200710,HI,957,19
20200711,HI,962,20
20200712,HI,966,20
20200713,HI,971,20
20200714,HI,975,20
20200715,HI,979,20
20200716,HI,983,20
20200717,HI,987,20
20200718,HI,990,20
20200719,HI,994,20
20200720,HI,997,21
20200721,HI,1000,21
20200722,HI,1003,21
20200723,HI,1006,21
20200724,HI,1009,21
20200725,HI,1012,21
20200726,HI,1014,21
20200727,HI,1017,21
20200728,HI,1019,21
20200729,HI,1021,21
20200730,HI,1023,21
20200731,HI,1025,21
20200801,HI,1027,21
20200802,HI,1029,21
20200803,HI,1031,21
20200804,HI,1033,22
20200805,HI,1034,21
20200806,HI,1036,22
20200807,HI,1037,22
20200808,HI,1038,22
20200809,HI,1040,22
20200810,HI,1041,22
20200811,HI,1042,22
20200812,HI,1043,22
20200813,HI,1044,22
20200814,HI,1045,22
20200815,HI,1046,22
20200816,HI,1047,22
20200817,HI,1048,22
20200818,HI,1049,22
20200819,HI,1050,22
20200820,HI,1050,22
20200821,HI,1051,22
20200822,HI,1052,22
20200823,HI,1052,22
20200824,HI,1053,22
20200825,HI,1053,22
20200826,HI,1054,22
20200827,HI,1054,22
20200828,HI,1055,22
20200829,HI,1055,22
20200830,HI,1056,22
20200704,IA,28792,730
20200705,IA,28796,733
20200706,IA,28799,736
20200707,IA,28802,738
20200708,IA,28804,741
20200709,IA,28806,743
20200710,IA,28808,745
20200711,IA,28810,747
